year,location,sqft,amenities,real_estate_type,crime_rates,area,Population,GDP (in crores),Fixed Deposit Interest Rate (% p.a.),Literacy Rate (%),Development Rate,HF,Area-wise Price,price
2004,City Light,2135,7,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,9470368.26
2004,Piplod,1404,9,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,2928677.05
2004,Pal,2841,3,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,11133390.77
2004,Dindoli,2628,10,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2617415.84
2004,Althan,1887,4,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,2900352.02
2004,Ghod Dod Road,1723,6,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,7436268.15
2004,Pal,1464,8,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,9478793.37
2004,Vesu,2133,2,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,7995431.72
2004,Ghod Dod Road,1222,6,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,2344004.56
2004,Sarthana,1419,5,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,5197731.18
2004,Athwa,2406,2,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,9230237.27
2004,Dindoli,2792,2,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,4449208.54
2004,Vesu,1527,10,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,10407044.49
2004,Bhestan,1999,4,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3384613.49
2004,Athwa,2411,10,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,8671330.29
2004,Varachha,2489,10,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8197792.61
2004,Piplod,1310,10,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5752836.92
2004,Athwa,1801,1,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,6693336.67
2004,Dindoli,1479,8,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2798782.44
2004,Sachin,2682,10,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2671198.36
2004,Piplod,2977,9,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,6209880.05
2004,Althan,2252,4,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5933765.83
2004,City Light,2230,1,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,8287696.16
2004,Sarthana,1919,9,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,5824200.91
2004,Piplod,2146,7,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8717304.52
2004,Adajan,2755,4,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,11265779.0
2004,Bhestan,2540,8,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3541678.36
2004,Udhna,1345,1,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,4363624.32
2004,Piplod,2988,6,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8529129.67
2004,Bhestan,2612,6,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2081184.22
2004,Udhna,2760,8,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,10976302.15
2004,City Light,2333,9,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,8111104.57
2004,Althan,2219,1,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,7552135.47
2004,Varachha,2749,1,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,6337891.65
2004,Sarthana,1557,5,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,5703218.78
2004,Pal,1131,2,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,6166531.66
2004,Sarthana,1989,7,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3538727.16
2004,Katargam,2306,8,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,4344053.68
2004,Althan,1606,10,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3526357.29
2004,Athwa,2000,7,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,4076112.68
2004,Adajan,2360,6,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,6433693.51
2004,Katargam,2121,6,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3551599.83
2004,Vesu,2974,10,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,10134430.36
2004,Bhestan,2407,8,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3356228.27
2004,Sachin,1887,7,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1597490.16
2004,Varachha,2438,10,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8029818.55
2004,Ghod Dod Road,2550,7,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,8254128.17
2004,Dindoli,2746,6,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2187952.48
2004,Adajan,2992,7,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,8666403.25
2004,Udhna,2229,5,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,8164723.61
2004,Sarthana,1962,6,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,7392049.71
2004,Udhna,1991,7,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,7709680.12
2004,Vesu,1241,9,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,4017480.39
2004,Vesu,1561,10,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,10638766.5
2004,Althan,1545,1,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,1865829.45
2004,Adajan,2522,9,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,8164452.48
2004,Althan,1570,8,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,4826234.94
2004,Pal,2211,4,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,5274061.15
2004,Sachin,1928,10,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3840470.12
2004,Vesu,1444,1,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,7627061.88
2004,Udhna,2436,4,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,8668013.44
2004,Pal,1652,7,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,4785059.55
2004,Sarthana,1278,5,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3343753.37
2004,City Light,1224,4,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,4989161.92
2004,Piplod,1768,10,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3882067.05
2004,Sachin,1952,7,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1652517.64
2004,Varachha,2801,10,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,12300531.46
2004,Ghod Dod Road,1141,9,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,2599001.37
2004,Katargam,2993,10,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,9397045.86
2004,Adajan,1044,3,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,4091256.59
2004,Udhna,1565,4,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3930872.51
2004,Althan,2340,2,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8220847.87
2004,Althan,2223,5,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8541974.74
2004,Piplod,2182,9,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,4551547.96
2004,Ghod Dod Road,2508,10,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,12026930.11
2004,Pal,2976,5,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,7605934.28
2004,Udhna,2129,7,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,6015930.36
2004,Sachin,1681,4,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2846190.73
2004,Sarthana,2854,8,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,11350132.73
2004,Vesu,2871,9,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,9294267.68
2004,Althan,2409,8,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,7405350.3
2004,Adajan,1951,8,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,5983539.43
2004,Vesu,2886,8,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,13768376.73
2004,Dindoli,2585,10,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3861883.53
2004,Althan,2586,8,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,10788545.39
2004,Piplod,1239,7,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,2312442.82
2004,Sachin,1874,5,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3266291.95
2004,Bhestan,1847,4,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1287692.9
2004,Sarthana,1706,2,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,2142513.9
2004,Ghod Dod Road,1457,7,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,2969448.08
2004,Sachin,1942,2,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1160507.21
2004,Udhna,1724,9,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3428105.96
2004,Adajan,1328,4,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,7693170.8
2004,Sachin,2781,4,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3323759.57
2004,Katargam,2760,4,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,9820901.92
2004,Piplod,2499,2,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8779443.94
2004,Varachha,1090,8,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3350698.14
2004,Udhna,2261,8,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,6625550.5
2004,Pal,1646,3,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,6450391.13
2004,Pal,1962,9,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,6351568.51
2004,Varachha,2280,4,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3504399.89
2004,Dindoli,2688,3,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3078750.32
2004,Piplod,1771,1,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,6027414.11
2004,Bhestan,2912,5,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2175204.03
2004,Ghod Dod Road,2805,8,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,6053027.32
2004,Piplod,2305,9,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,4808120.09
2004,Piplod,2433,5,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,4006675.25
2004,Sachin,2540,5,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3162212.82
2004,City Light,1083,7,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,2207215.01
2004,Althan,1946,8,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8118526.42
2004,Katargam,1768,1,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,2035346.34
2004,Katargam,1041,7,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,4031028.13
2004,Adajan,2394,4,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,13868562.43
2004,Vesu,2887,7,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,8362268.11
2004,Sarthana,1482,1,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,4808097.57
2004,Piplod,2782,2,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3665128.01
2004,Varachha,1936,10,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,6376426.87
2004,Dindoli,1258,2,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,751760.07
2004,Athwa,1777,2,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,4686810.26
2004,Dindoli,1134,8,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1016489.58
2004,Athwa,1455,4,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,4186407.49
2004,Athwa,2617,2,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,3764889.48
2004,City Light,1030,8,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,2222680.27
2004,Varachha,2239,6,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,6391138.33
2004,Athwa,1961,6,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,6112490.62
2004,Katargam,1397,1,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,1608245.95
2004,Athwa,2825,10,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,13547080.37
2004,Bhestan,2030,3,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2325097.9
2004,City Light,1769,5,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,3181166.17
2004,Bhestan,1263,7,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2327139.64
2004,Dindoli,2004,7,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2694504.11
2004,Althan,2395,5,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,6573494.47
2004,Ghod Dod Road,1762,8,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,5914679.26
2004,Sarthana,1386,1,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3046112.23
2004,Dindoli,1317,4,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,918187.09
2004,Varachha,2510,4,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,6613566.72
2004,Katargam,1699,1,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3734014.92
2004,Bhestan,2698,8,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3761987.48
2004,Dindoli,2675,6,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3463494.51
2004,Adajan,1627,2,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,6098718.9
2004,Udhna,2613,4,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3828519.12
2004,Dindoli,2817,5,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,4909895.64
2004,Pal,2536,8,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,7777681.18
2004,City Light,2875,1,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,3791384.22
2004,Ghod Dod Road,1883,10,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,9029788.43
2004,Pal,2569,2,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,9629753.44
2004,Varachha,2331,1,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5374181.68
2004,Varachha,1365,6,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5394931.41
2004,Athwa,2095,1,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,5274369.92
2004,Katargam,1740,4,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,6191438.17
2004,Dindoli,1587,3,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2608003.9
2004,City Light,2325,1,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,3066075.93
2004,Adajan,1455,7,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,4214444.1
2004,Ghod Dod Road,2248,4,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,3773041.71
2004,City Light,2105,6,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,6561342.55
2004,Varachha,2753,9,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5742626.73
2004,Sachin,2769,9,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,5377803.54
2004,Althan,1444,1,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3329179.9
2004,Katargam,2048,7,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,5787048.09
2004,Sachin,2175,3,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1408056.18
2004,Althan,2004,5,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3300196.14
2004,Pal,2425,3,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,13634966.19
2004,Athwa,2570,1,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,3389167.8
2004,Althan,1428,8,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,4389721.97
2004,Pal,2902,8,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,18789247.51
2004,Athwa,1915,3,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,2984553.68
2004,Vesu,2032,3,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,4500859.32
2004,City Light,1832,10,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,8785221.67
2004,Athwa,1131,8,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,2440632.41
2004,Athwa,2082,5,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,6240048.96
2004,Ghod Dod Road,2643,5,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,7921445.44
2004,Udhna,1551,7,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,2759459.94
2004,Althan,1641,9,Apartment,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3423047.75
2004,Pal,1884,5,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,8025078.51
2004,Udhna,1947,5,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,5094121.92
2004,Varachha,1623,2,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5701895.77
2004,Sarthana,2191,5,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,8025531.37
2004,Dindoli,2392,2,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2620602.95
2004,Dindoli,1217,10,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1818147.87
2004,Sarthana,1358,10,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,4263678.01
2004,Bhestan,1350,1,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,739509.61
2004,Varachha,1053,10,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,4624226.93
2004,Katargam,2630,1,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,3027692.8
2004,Sachin,2837,10,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,5651148.2
2004,Vesu,1798,10,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,9190503.92
2004,Varachha,1066,3,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,3862085.82
2004,Katargam,1447,7,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,4088798.14
2004,Bhestan,1112,4,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1329025.76
2004,Ghod Dod Road,1958,9,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,6807347.94
2004,Udhna,2750,5,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,7195087.46
2004,Ghod Dod Road,1544,10,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,7404138.79
2004,Pal,2692,9,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,17888257.8
2004,Dindoli,2013,4,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,3408317.63
2004,Udhna,2493,5,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,9131743.37
2004,Varachha,2086,6,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5954405.78
2004,Dindoli,1809,4,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2162057.19
2004,Ghod Dod Road,1024,5,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,1841443.84
2004,Adajan,1896,7,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,5491811.69
2004,Dindoli,1324,6,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1054934.12
2004,City Light,1194,10,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,4294304.59
2004,Athwa,1871,8,House,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,6280570.32
2004,Ghod Dod Road,2446,10,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,5864806.83
2004,Sachin,1880,7,Apartment,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1591564.12
2004,Varachha,1004,7,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,2976105.02
2004,Bhestan,1974,10,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2949074.7
2004,Dindoli,1142,9,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,1649230.93
2004,City Light,2516,2,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,9652234.82
2004,Varachha,2009,4,House,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5293488.26
2004,Pal,2239,9,House,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,11063192.63
2004,Vesu,1283,2,Villa,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,6995278.63
2004,Ghod Dod Road,1179,4,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,4805736.85
2004,Udhna,1100,9,Villa,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,4489734.58
2004,Ghod Dod Road,1807,3,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,2816234.2
2004,Udhna,2021,10,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,6345282.22
2004,Ghod Dod Road,1875,7,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,8317068.14
2004,Katargam,1048,8,Apartment,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,1974227.34
2004,Dindoli,2505,10,Villa,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,4989822.43
2004,Althan,1794,8,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,7484396.91
2004,Pal,1824,2,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,3729361.33
2004,Udhna,2000,10,House,12.96,Area4,3318000,149,5.75,80.9,2.33,0.25,106.11675838320232,6279349.06
2004,Varachha,2120,8,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,8844437.83
2004,Vesu,1803,1,Apartment,6.96,Area1,3318000,149,5.75,80.9,2.33,0.47,171.6751375748035,3379222.55
2004,Piplod,1176,10,Villa,10.96,Area3,3318000,149,5.75,80.9,2.33,0.3,111.11675838320232,5164378.79
2004,Sachin,2152,1,House,14.96,Area5,3318000,149,5.75,80.9,2.33,0.22,50.55837919160116,2250499.55
2004,Ghod Dod Road,2582,3,Villa,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,10214978.14
2004,Athwa,1290,2,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,1855830.12
2004,Athwa,2189,9,Apartment,8.96,Area2,3318000,149,5.75,80.9,2.33,0.36,121.11675838320232,4986164.77
