year,location,sqft,amenities,real_estate_type,HF,price
2005,4,2687,6,2,30.98,8743098.58
2005,5,2686,1,1,26.77,1773356.76
2005,3,2136,7,3,36.77,10299472.69
2005,4,2629,1,1,30.98,3619158.74
2005,2,1850,8,3,45.23,9876875.54
2005,5,1410,1,3,26.77,2623482.85
2005,5,1927,1,1,26.77,1272248.13
2005,2,2853,4,3,45.23,13628402.3
2005,3,1144,2,2,36.77,3279900.91
2005,5,1127,8,3,26.77,2570424.99
2005,2,1133,9,2,45.23,4616280.22
2005,1,2801,6,3,58.73,20305183.49
2005,5,2903,9,3,26.77,6795306.73
2005,3,2414,1,2,36.77,6606456.48
2005,1,1993,7,1,58.73,6822562.6
2005,3,1558,6,1,36.77,3248624.04
2005,2,2085,8,3,45.23,11131505.68
2005,5,2586,9,3,26.77,6053277.03
2005,3,2571,9,3,36.77,13067084.56
2005,5,2601,6,3,26.77,5620051.24
2005,3,2951,9,2,36.77,11152679.59
2005,1,1474,10,3,58.73,11872680.58
2005,4,1414,10,3,30.98,7078378.17
2005,4,2329,1,2,30.98,6120869.83
2005,2,2507,3,3,45.23,11623382.51
2005,2,2784,2,2,45.23,8605104.88
2005,3,2890,7,1,36.77,6402635.55
2005,1,1760,2,3,58.73,11341068.02
2005,2,1876,2,2,45.23,5798554.87
2005,1,2980,8,1,58.73,10801400.72
2005,3,2220,1,1,36.77,3182421.34
2005,2,2494,1,1,45.23,3854369.9
2005,5,1995,3,1,26.77,1556623.83
2005,2,2280,9,3,45.23,12492912.85
2005,3,2622,8,2,36.77,9567593.97
2005,1,2995,4,2,58.73,14474360.24
2005,4,1370,9,2,30.98,4972135.16
2005,5,2733,6,3,26.77,5905267.22
2005,2,2418,8,2,45.23,9512147.68
2005,3,2465,2,2,36.77,7067269.0
2005,2,2673,3,3,45.23,12393020.13
2005,2,2077,1,1,45.23,3209914.3
2005,5,1630,1,1,26.77,1076162.15
2005,1,2249,3,1,58.73,5887407.77
2005,4,1146,4,3,30.98,4876271.69
2005,1,1491,2,1,58.73,3602883.33
2005,4,2027,2,3,30.98,8117608.23
2005,2,2940,4,3,45.23,14043989.75
2005,3,2922,3,1,36.77,4950346.31
2005,3,2236,4,3,36.77,9907469.27
2005,1,2815,10,1,58.73,11337040.65
2005,2,2166,7,3,45.23,11259638.12
2005,2,2678,2,3,45.23,12039953.44
2005,5,1518,3,1,26.77,1184438.58
2005,5,2830,1,3,26.77,5265571.95
2005,4,2294,2,2,30.98,6315975.77
2005,5,2323,3,2,26.77,3206819.15
2005,5,2675,9,2,26.77,4656066.84
2005,5,2776,2,1,26.77,1999392.83
2005,1,2454,6,1,58.73,7906528.67
2005,3,2820,3,3,36.77,12127605.63
2005,5,2185,4,2,26.77,3147459.17
2005,2,2156,9,2,45.23,8784377.9
2005,4,1111,10,1,30.98,2780791.42
2005,1,2352,4,1,58.73,6630658.52
2005,5,2449,5,1,26.77,2204841.97
2005,4,1164,8,2,30.98,4078827.82
2005,3,2013,5,3,36.77,9181715.61
2005,2,2213,1,1,45.23,3420096.46
2005,4,2932,9,3,30.98,14310438.24
2005,5,1904,1,1,26.77,1257063.02
2005,5,1105,9,3,26.77,2586570.42
2005,1,2850,10,3,58.73,22955997.05
2005,1,2508,4,2,58.73,12120766.44
2005,2,2546,9,2,45.23,10373388.75
2005,4,2029,4,1,30.98,3554957.75
2005,5,2750,5,2,26.77,4126388.6
2005,5,1555,5,3,26.77,3266599.26
2005,1,2650,10,3,58.73,21345049.89
2005,1,1016,6,3,58.73,7365250.42
2005,1,2317,6,2,58.73,12130834.86
2005,4,2247,6,2,30.98,7311403.98
2005,2,1057,6,2,45.23,3861113.71
2005,5,1634,1,1,26.77,1078803.04
2005,5,2846,6,3,26.77,6149429.39
2005,2,1604,2,2,45.23,4957826.23
2005,1,2125,10,3,58.73,17116313.59
2005,2,2277,2,3,45.23,10237107.53
2005,3,1211,5,1,36.77,2367267.96
2005,4,1155,1,3,30.98,4480928.75
2005,3,1667,6,2,36.77,5648341.75
2005,3,1376,10,2,36.77,5379621.32
2005,1,2212,6,2,58.73,11581099.14
2005,5,1126,7,2,26.77,1824734.05
2005,3,1833,3,2,36.77,5494172.85
2005,2,1296,5,2,45.23,4552073.51
2005,4,2165,8,3,30.98,10295936.56
2005,3,2390,8,3,36.77,11835688.19
2005,1,1941,9,3,58.73,15243386.15
2005,2,2514,5,3,45.23,12362251.48
2005,2,2412,4,3,45.23,11521803.83
2005,2,1948,2,3,45.23,8757964.64
2005,3,1305,3,1,36.77,2210883.62
2005,4,2012,7,1,30.98,4280566.6
2005,5,1556,2,1,26.77,1120697.13
2005,4,2346,10,3,30.98,11743900.41
2005,3,1906,1,2,36.77,5216199.69
2005,1,2743,7,1,58.73,9390009.63
2005,1,2765,4,1,58.73,7794970.58
2005,5,2232,10,3,26.77,5358603.26
2005,4,1782,10,2,30.98,6690418.97
2005,3,1359,7,1,36.77,3010789.52
2005,3,2639,1,3,36.77,10661372.11
2005,3,2786,10,2,36.77,10892169.34
2005,2,1925,7,1,45.23,4597734.74
2005,1,1931,1,1,58.73,4277266.08
2005,2,1868,2,1,45.23,3149360.49
2005,3,2870,10,2,36.77,11220576.45
2005,4,1654,4,3,30.98,7037830.17
2005,2,2699,7,3,45.23,14030361.63
2005,5,2651,7,1,26.77,2704930.25
2005,5,1226,6,1,26.77,1177356.2
2005,3,2172,9,2,36.77,8208614.05
2005,2,1216,6,2,45.23,4441924.57
2005,2,1168,2,1,45.23,1969193.28
2005,1,2939,1,1,58.73,6510038.85
2005,1,1177,8,3,58.73,9006402.84
2005,4,1944,9,1,30.98,4622471.29
2005,1,2071,2,1,58.73,5004407.36
2005,2,1955,8,1,45.23,4944057.62
2005,1,1411,4,3,58.73,9660447.39
2005,2,1236,6,2,45.23,4514982.54
2005,5,2149,10,1,26.77,2579668.1
2005,1,1599,2,2,58.73,7083737.4
2005,1,2166,6,1,58.73,6978623.1
2005,1,2202,10,3,58.73,17736528.25
2005,1,1077,3,1,58.73,2819358.9
2005,3,1084,1,3,36.77,4379282.82
2005,2,1933,3,2,45.23,6246315.93
2005,5,2661,4,3,26.77,5430267.38
2005,3,1110,4,1,36.77,2025177.21
2005,5,2206,9,1,26.77,2515686.57
2005,1,2519,3,1,58.73,6594210.84
2005,3,1069,10,2,36.77,4179371.51
2005,1,1885,10,3,58.73,15183176.99
2005,1,2951,5,1,58.73,8913572.01
2005,5,1745,10,1,26.77,2094704.9
2005,2,2608,7,1,45.23,6229034.91
2005,4,1969,2,1,30.98,2956999.99
2005,1,1237,10,3,58.73,9963708.19
2005,2,2861,9,2,45.23,11656820.58
2005,5,2871,5,2,26.77,4307949.7
2005,5,1948,1,1,26.77,1286112.8
2005,3,1955,10,1,36.77,5095523.1
2005,1,1210,1,2,58.73,5116770.92
2005,5,2848,7,3,26.77,6324688.36
2005,5,2817,1,3,26.77,5241383.81
2005,3,2449,4,2,36.77,7659705.01
2005,3,2968,5,2,36.77,9669765.07
2005,5,2705,6,3,26.77,5844766.86
2005,1,2779,1,3,58.73,17347685.87
2005,4,1490,7,3,30.98,6899416.34
2005,5,1226,3,2,26.77,1692449.54
2005,3,1013,10,2,36.77,3960433.43
2005,5,1740,1,3,26.77,3237489.47
2005,5,2620,6,1,26.77,2516046.69
2005,4,1577,5,1,30.98,2960378.99
2005,3,2352,3,1,36.77,3984673.0
2005,2,2899,3,2,45.23,9367858.19
2005,4,1599,9,2,30.98,5803243.88
2005,4,2101,6,2,30.98,6836341.69
2005,4,1001,1,1,30.98,1378006.05
2005,5,1107,10,3,26.77,2657694.36
2005,1,2586,5,2,58.73,13018466.75
2005,3,2919,6,1,36.77,6086478.54
2005,2,1556,3,1,45.23,2841955.03
2005,2,2867,10,2,45.23,12084069.21
2005,2,1682,3,2,45.23,5435231.97
2005,3,1456,7,3,36.77,7020614.34
2005,2,1221,9,1,45.23,3259368.93
2005,3,1754,1,1,36.77,2514399.56
2005,4,2150,6,1,30.98,4305095.63
2005,1,1410,10,3,58.73,11357177.49
2005,3,1101,2,3,36.77,4591444.25
2005,5,2080,1,3,26.77,3870102.35
2005,1,2219,6,1,58.73,7149383.5
2005,2,1435,1,1,45.23,2217730.87
2005,1,2091,6,3,58.73,15158207.31
2005,3,1600,9,1,36.77,3961736.63
2005,3,1355,4,1,36.77,2472175.79
2005,3,2208,2,3,36.77,9207909.99
2005,1,1763,1,2,58.73,7455262.09
2005,1,1951,10,1,58.73,7857394.78
2005,2,2152,5,3,45.23,10582165.95
2005,2,1670,3,3,45.23,7742739.85
2005,3,2777,4,3,36.77,12304580.58
2006,3,2362,6,1,1.53,5530160.8
2006,2,2535,3,3,1.9,13045819.12
2006,4,2693,1,3,1.29,11733182.62
2006,2,1321,8,1,1.9,3708128.47
2006,3,1383,3,3,1.53,6678424.23
2006,5,1937,9,2,1.11,3813326.81
2006,4,2770,2,2,1.29,8564859.3
2006,1,1394,3,2,2.49,7191681.5
2006,2,1738,10,2,1.9,8131121.97
2006,4,2688,6,1,1.29,6044592.53
2006,2,1660,10,2,1.9,7766203.96
2006,2,1237,6,3,1.9,6944670.57
2006,2,2472,10,1,1.9,7710062.72
2006,3,2140,2,1,1.53,3757793.43
2006,3,2024,7,3,1.53,10958474.85
2006,1,1203,2,2,2.49,5936468.17
2006,4,2805,1,2,1.29,8278848.65
2006,1,2912,10,2,2.49,19595324.56
2006,2,1672,5,1,1.9,3911172.6
2006,3,1193,6,1,1.53,2793176.05
2006,2,2175,7,1,1.9,5766172.52
2006,1,1605,8,3,2.49,13680389.71
2006,4,2214,8,2,1.29,8712713.45
2006,3,2549,8,1,1.53,6713982.79
2006,4,2377,10,2,1.29,10022318.94
2006,3,1461,6,3,1.53,7696452.61
2006,3,1982,8,1,1.53,5220523.3
2006,1,1805,10,3,2.49,16194853.86
2006,4,1798,2,2,1.29,5559428.53
2006,3,2481,10,2,1.53,10891455.02
2006,1,1893,8,2,2.49,11889086.34
2006,2,1532,3,2,1.9,5494979.17
2006,2,1013,10,1,1.9,3159503.86
2006,1,2090,1,1,2.49,5156782.41
2006,3,1049,7,3,1.53,5679565.28
2006,2,2181,10,3,1.9,13604892.23
2006,4,1735,10,2,1.29,7315407.39
2006,3,1881,7,3,1.53,10184234.78
2006,3,1792,9,1,1.53,4982295.59
2006,2,2185,3,3,1.9,11244621.21
2006,1,1705,2,3,2.49,12238105.63
2006,2,1579,8,2,1.9,6894767.26
2006,2,1129,5,2,1.9,4401628.65
2006,2,2042,6,3,1.9,11464039.87
2006,5,1006,5,3,1.11,2390245.08
2006,3,1311,4,2,1.53,4604174.94
2006,2,1901,10,2,1.9,8893707.06
2006,2,2001,2,1,1.9,3744620.27
2006,5,2014,2,1,1.11,1640654.45
2006,4,1746,2,3,1.29,7852573.33
2006,3,1466,2,3,1.53,6864704.26
2006,5,2754,3,1,1.11,2430433.24
2006,1,2062,3,3,2.49,15263089.0
2006,4,2020,9,2,1.29,8233171.28
2006,2,2989,3,3,1.9,15382230.11
2006,4,1405,1,1,1.29,2172134.89
2006,5,2965,7,1,1.11,3421763.8
2006,5,1515,6,3,1.11,3702469.94
2006,1,1701,8,1,2.49,6867784.42
2006,1,2536,2,1,2.49,6826063.61
2006,4,1376,8,3,1.29,7348857.28
2006,1,2254,8,1,2.49,9100520.92
2006,5,2377,3,1,1.11,2097726.87
2006,3,2505,4,3,1.53,12463055.54
2006,2,1204,4,3,1.9,6383882.03
2006,3,2512,6,1,1.53,5881356.44
2006,5,1929,3,1,1.11,1702362.28
2006,3,2406,1,3,1.53,10914282.73
2006,3,2776,9,3,1.53,15842435.66
2006,4,1455,7,1,1.29,3476399.65
2006,2,2468,7,3,1.9,14240535.75
2006,2,2352,7,2,1.9,9903313.58
2006,3,1226,10,1,1.53,3588048.86
2006,5,2973,7,1,1.11,3430996.21
2006,5,1308,6,1,1.11,1420705.74
2006,4,2668,1,1,1.29,4124737.29
2006,1,1358,6,1,2.49,4873708.93
2006,5,2448,3,2,1.11,3822219.79
2006,3,2398,2,3,1.53,11228895.5
2006,2,2976,10,2,1.9,13923025.89
2006,5,2231,9,3,1.11,5906641.13
2006,3,2263,7,3,1.53,12252484.48
2006,2,2803,4,1,1.9,6119706.34
2006,2,1440,5,1,1.9,3368474.01
2006,2,1289,4,1,1.9,2814235.27
2006,2,1230,1,3,1.9,5946292.31
2006,1,2784,3,3,2.49,20607390.77
2006,1,2086,9,2,2.49,13569134.2
2006,5,1715,8,3,1.11,4424091.79
2006,1,2820,5,1,2.49,9488120.75
2006,4,2392,4,2,1.29,8068451.63
2006,3,2022,10,1,1.53,5917646.66
2006,1,2577,9,3,2.49,22543371.15
2006,5,2535,3,3,1.11,5678953.48
2006,2,1413,1,3,1.9,6830984.58
2006,5,2851,9,1,1.11,3677284.46
2006,2,1730,2,1,1.9,3237477.79
2006,2,2358,10,1,1.9,7354501.58
2006,2,2983,6,3,1.9,16746929.93
2006,2,1770,4,2,1.9,6624665.54
2006,5,2543,2,3,1.11,5524242.65
2006,4,2716,3,3,1.29,12596836.38
2006,1,2612,9,2,2.49,16990689.61
2006,2,1515,7,3,1.9,8741657.89
2006,1,1976,1,3,2.49,13740054.96
2006,4,2750,9,2,1.29,11208525.25
2006,3,1293,6,1,1.53,3027306.48
2006,2,1086,9,1,1.9,3217828.36
2006,2,1065,9,2,1.9,4816449.98
2006,4,2643,2,2,1.29,8172174.41
2006,5,1282,4,3,1.11,2958989.0
2006,5,1844,6,1,1.11,2002890.96
2006,1,1805,4,1,2.49,5668198.85
2006,1,2080,5,1,2.49,6998330.2
2006,1,2307,6,1,2.49,8279562.96
2006,1,2044,9,2,2.49,13295930.16
2006,1,1549,5,2,2.49,8686228.75
2006,1,2255,1,2,2.49,10621984.83
2006,4,1329,2,2,1.29,4109277.26
2006,3,2211,8,2,1.53,9059091.73
2006,1,1242,6,3,2.49,10029145.51
2006,5,1123,5,1,1.11,1143529.63
2006,1,2340,6,2,2.49,13646743.89
2006,5,1020,10,3,1.11,2769724.49
2006,1,2274,7,1,2.49,8671200.28
2006,3,2131,6,1,1.53,4989319.5
2006,5,2487,6,1,1.11,2701296.0
2006,2,1610,4,1,1.9,3515065.0
2006,2,1190,10,3,1.9,7423118.64
2006,3,2203,8,3,1.53,12249996.85
2006,5,1139,8,3,1.11,2938216.06
2006,1,1981,8,1,2.49,7998283.92
2006,4,2918,8,3,1.29,15584277.29
2006,2,2086,3,1,1.9,4228994.36
2006,3,2561,1,3,1.53,11617405.69
2006,3,1848,2,2,1.53,5949254.27
2006,1,1814,2,2,2.49,8951582.1
2006,1,1590,5,1,2.49,5349685.1
2006,3,2215,2,3,1.53,10371978.12
2006,1,1784,9,1,2.49,7603057.71
2006,2,2438,9,2,1.9,11025826.35
2006,5,1874,10,3,1.11,5088689.89
2006,4,1833,3,2,1.29,5925269.17
2006,4,2974,6,3,1.29,15047392.45
2006,4,2170,2,3,1.29,9759498.35
2006,1,2054,6,2,2.49,11978808.52
2006,3,2345,2,3,1.53,10980717.24
2006,3,1017,9,3,1.53,5803947.07
2006,4,1330,4,1,1.29,2616962.26
2006,2,1533,8,2,1.9,6693906.4
2006,5,2773,4,2,1.11,4517909.42
2006,5,1575,4,3,1.11,3635263.39
2006,1,2705,4,3,2.49,20629372.7
2006,2,2015,7,1,1.9,5341994.31
2006,2,1369,3,2,1.9,4910330.6
2006,4,1730,8,3,1.29,9239479.0
2006,1,2417,3,3,2.49,17890827.4
2006,1,2887,5,1,2.49,9713547.73
2006,4,1722,10,2,1.29,7260594.54
2006,2,2149,4,1,1.9,4691847.64
2006,1,2851,6,1,2.49,10231917.64
2006,2,2701,6,3,1.9,15163747.15
2006,2,2885,7,2,1.9,12147559.38
2006,3,1795,3,1,1.53,3414646.01
2006,3,1545,8,3,1.53,8591123.53
2006,5,2359,5,1,1.11,2402125.03
2006,4,2087,7,1,1.29,4986423.42
2006,4,2479,7,2,1.29,9407150.1
2006,4,1516,5,3,1.29,7457358.62
2006,2,1749,3,1,1.9,3545786.73
2006,3,2449,1,3,1.53,11109342.65
2006,2,2538,6,2,1.9,10290688.09
2006,4,1317,9,2,1.29,5367864.64
2006,4,1635,4,2,1.29,5515016.06
2006,3,1162,8,2,1.53,4761042.33
2006,1,1612,7,3,2.49,13378474.56
2006,3,2980,6,3,1.53,15698445.44
2006,1,1592,6,2,2.49,9284451.4
2006,2,1665,6,1,1.9,4154451.27
2006,4,2654,6,3,1.29,13428305.16
2006,5,1163,1,1,1.11,868457.98
2006,5,2803,7,1,1.11,3234807.39
2006,2,1002,2,2,1.9,3437714.86
2006,1,2016,4,2,2.49,10852795.14
2006,4,2394,3,1,1.29,4374065.49
2006,3,2000,7,1,1.53,4975271.67
2006,4,1966,7,2,1.29,7460450.63
2006,4,2742,6,3,1.29,13873554.17
2006,4,1880,2,1,1.29,3170712.6
2006,5,1006,7,3,1.11,2526830.51
2006,5,2535,1,2,1.11,3613879.49
2006,4,1610,3,1,1.29,2941622.99
2006,2,1011,9,2,1.9,4572235.62
2006,5,2266,3,1,1.11,1999768.24
2006,2,1959,3,3,1.9,10081561.99
2006,5,1646,7,3,1.11,4134356.88
2006,1,2606,4,3,2.49,19874360.54
2006,4,1740,7,3,1.29,9048336.75
2006,4,2386,7,3,1.29,12407661.77
2006,1,1695,8,2,2.49,10645536.9
2006,1,1593,6,2,2.49,9290283.34
2006,4,2273,6,1,1.29,5111368.61
2006,2,1198,4,3,1.9,6352068.67
2006,4,2229,3,3,1.29,10338125.29
2006,4,1990,2,1,1.29,3356233.02
2006,4,1163,2,3,1.29,5230551.42
2006,4,1594,9,3,1.29,8737168.41
2006,3,1740,7,2,1.53,6874654.8
2006,3,1353,6,2,1.53,5147650.2
2006,4,2810,5,2,1.29,9873340.43
2006,1,1639,5,1,2.49,5514549.61
2006,4,1716,1,2,1.29,5064707.41
2006,3,1902,6,1,1.53,4453160.81
2006,1,2427,1,3,2.49,16876069.52
2006,3,2830,1,2,1.53,8696482.22
2006,4,2737,6,2,1.29,10001518.17
2006,5,1680,9,1,1.11,2166902.1
2006,3,2519,6,3,1.53,13269927.54
2006,5,1829,1,1,1.11,1365786.45
2006,3,1775,4,1,1.53,3636338.27
2006,4,1705,6,1,1.29,3834088.64
2006,4,1056,10,3,1.29,5936653.38
2006,2,2665,1,3,1.9,12883633.33
2006,4,1891,4,3,1.29,9036249.81
2006,4,2163,10,3,1.29,12160020.12
2006,4,2574,8,1,1.29,6511766.67
2006,3,1608,8,3,1.53,8941441.18
2006,1,1738,10,1,2.49,7796857.62
2006,5,2550,9,2,1.11,5020125.64
2006,4,2580,4,3,1.29,12328675.05
2006,2,1544,4,2,1.9,5778804.29
2006,5,2896,6,1,1.11,3145538.09
2006,3,1053,9,1,1.53,2927654.72
2006,2,2174,4,3,1.9,11527042.81
2006,3,2951,3,1,1.53,5613716.09
2006,5,1423,9,3,1.11,3767436.27
2006,1,1793,9,3,2.49,15685007.56
2006,2,2125,1,1,1.9,3645281.48
2006,5,2219,9,2,1.11,4368493.64
2006,1,1020,6,2,2.49,5948580.67
2006,2,1443,9,3,1.9,8776278.32
2006,1,2405,7,3,2.49,19959820.92
2006,5,1859,4,3,1.11,4290764.85
2006,3,1151,3,2,1.53,3873834.32
2006,5,2119,9,1,1.11,2733134.26
2006,3,1577,2,1,1.53,2769177.68
2006,4,2752,9,1,1.29,7348857.28
2006,1,1226,9,1,2.49,5224971.27
2006,5,1045,4,2,1.11,1702565.94
2006,3,2728,5,1,1.53,5987885.79
2006,4,2267,10,1,1.29,6372345.27
2006,1,1051,8,1,2.49,4243410.6
2006,4,2730,7,1,1.29,6522729.24
2006,4,1992,10,3,1.29,11198687.05
2006,3,2359,2,2,1.53,7594313.21
2006,4,1018,10,1,1.29,2861511.9
2006,5,1443,8,1,1.11,1763255.49
2006,5,1064,7,3,1.11,2672512.59
2006,2,2652,5,2,1.9,10339343.82
2006,2,2822,10,3,1.9,17603395.64
2006,3,1115,1,3,1.53,5057948.98
2006,3,1340,8,1,1.53,3529516.26
2006,4,2151,6,2,1.29,7860162.8
2006,5,1660,5,2,1.11,2817244.27
2006,5,2146,10,1,1.11,2913641.55
2006,4,2432,5,1,1.29,5127109.73
2006,3,1914,8,3,1.53,10642984.1
2006,5,1909,1,2,1.11,2721457.97
2006,1,2958,10,3,2.49,26539821.45
2006,5,2293,7,1,1.11,2646240.94
2006,4,1909,10,1,1.29,5366037.54
2006,5,2478,2,3,1.11,5383041.01
2006,4,1763,1,1,1.29,2725604.14
2006,4,1749,2,2,1.29,5407920.18
2006,3,2318,7,1,1.53,5766339.87
2006,5,1101,6,1,1.11,1195869.28
2006,1,2302,5,2,2.49,12908778.94
2006,1,1784,2,3,2.49,12805149.82
2006,1,2267,1,2,2.49,10678509.8
2006,1,1021,3,2,2.49,5267365.0
2006,3,2318,5,2,1.53,8479911.57
2006,5,1332,7,1,1.11,1537197.09
2006,3,2767,5,3,1.53,14171476.03
2006,3,1649,3,2,1.53,5549915.55
2006,2,1876,1,2,1.9,6143722.31
2006,2,2979,5,1,1.9,6968530.6
2006,2,2646,1,3,1.9,12791780.04
2006,4,2296,3,3,1.29,10648871.99
2006,5,2892,8,1,1.11,3533842.6
2006,3,1448,3,3,1.53,6992305.34
2006,4,1083,3,2,1.29,3500854.61
2006,1,1044,10,3,2.49,9366995.8
2006,4,1311,9,3,1.29,7185964.74
2006,5,1452,3,2,1.11,2267100.96
2006,1,2084,7,1,2.49,7946693.66
2006,5,2330,3,3,1.11,5219708.72
2006,2,1772,3,3,1.9,9119207.68
2006,4,1659,8,2,1.29,6528632.16
2006,3,2655,9,3,1.53,15151897.22
2006,5,1740,7,2,1.11,3189256.29
2006,2,1743,10,3,1.9,10872685.54
2006,4,1497,3,2,1.29,4839131.45
2006,1,2278,9,2,2.49,14818066.97
2006,1,1429,3,2,2.49,7372247.39
2006,1,1251,8,1,2.49,5050910.24
2006,5,2966,1,1,1.11,2214829.2
2006,1,2317,1,2,2.49,10914030.53
2006,3,2439,2,3,1.53,11420882.46
2006,2,1594,3,3,1.9,8203169.89
2006,2,1124,10,2,1.9,5258562.2
2006,5,2029,9,1,1.11,2617050.21
2006,1,2864,6,3,2.49,23126789.64
2006,3,2138,5,2,1.53,7821419.73
2006,1,1460,1,3,2.49,10152064.9
2006,5,2504,8,2,1.11,4759581.45
2006,1,2759,10,1,2.49,12377175.01
2006,4,1318,10,3,1.29,7409573.06
2006,4,2256,6,1,1.29,5073140.16
2006,1,1967,2,2,2.49,9706594.26
2006,1,1943,6,2,2.49,11331462.98
2006,4,1587,1,3,1.29,6914430.31
2006,3,1363,3,3,1.53,6581845.43
2006,2,1096,7,2,1.9,4614809.39
2006,5,1648,2,2,1.11,2461253.21
2006,1,1145,5,1,2.49,3852446.19
2006,4,1215,1,3,1.29,5293656.47
2006,1,1624,4,3,2.49,12385250.01
2006,1,1421,3,1,2.49,4143594.67
2006,5,2637,9,3,1.11,6981538.62
2006,1,2695,6,2,2.49,15717083.24
2006,3,1392,3,2,1.53,4684949.94
2006,3,1364,8,2,1.53,5588693.4
2006,5,2147,9,2,1.11,4226748.92
2006,5,1716,3,2,1.11,2679301.13
2006,5,1996,7,3,1.11,5013472.87
2006,1,2866,8,1,2.49,11571469.82
2006,3,1477,4,2,1.53,5187159.71
2006,5,1024,1,2,1.11,1459807.73
2006,4,1565,1,1,1.29,2419495.45
2006,1,2006,4,3,2.49,15298529.26
2006,5,1122,4,3,1.11,2589692.4
2006,2,1156,3,3,1.9,5949099.37
2006,3,1024,10,3,1.53,5993739.05
2006,2,2082,8,1,1.9,5844302.4
2006,1,1688,6,3,2.49,13630593.89
2006,2,1710,8,3,1.9,10133492.63
2006,3,2387,8,3,1.53,13273146.83
2006,2,2992,9,1,1.9,8865324.55
2006,2,1411,1,1,1.9,2420466.9
2006,4,2495,9,3,1.29,13675806.27
2006,2,2345,5,2,1.9,9142443.92
2006,2,1953,2,1,1.9,3654794.3
2006,2,1432,9,1,1.9,4243029.66
2006,1,1731,6,1,2.49,6212363.88
2006,2,1464,9,3,1.9,8903999.62
2006,1,1486,8,2,2.49,9332901.38
2006,5,2734,5,1,1.11,2783980.42
2006,1,2220,9,2,2.49,14440785.2
2006,4,2223,7,2,1.29,8435697.73
2006,5,1777,8,1,1.11,2171382.54
2006,5,1650,9,1,1.11,2128207.42
2006,4,1503,2,1,1.29,2534883.53
2006,3,1257,7,3,1.53,6805732.65
2006,2,2668,1,3,1.9,12898136.48
2006,4,2274,6,3,1.29,11505639.01
2006,5,1188,9,1,1.11,1532309.34
2006,5,1883,3,2,1.11,2940048.97
2006,5,1241,10,1,1.11,1684915.73
2006,2,2976,9,2,1.9,13458925.03
2006,5,2576,3,3,1.11,5770802.43
2006,5,1055,8,1,1.11,1289143.82
2006,1,2408,4,2,2.49,12963060.86
2006,4,2785,4,3,1.29,13308279.08
2006,1,1191,3,3,2.49,8815877.3
2006,1,1815,9,1,2.49,7735173.62
2006,2,1517,8,3,1.9,8989770.95
2006,4,2569,5,2,1.29,9026552.16
2006,2,1847,5,2,1.9,7200892.93
2006,4,2953,6,2,1.29,10790823.22
2006,3,1751,1,1,1.53,2818491.4
2006,1,1910,4,3,2.49,14566396.25
2006,4,2858,2,3,1.29,12853754.05
2006,3,2026,10,2,1.53,8894029.77
2006,5,2032,3,3,1.11,4552123.66
2006,3,2489,3,3,1.53,12019232.04
2006,2,1545,7,2,1.9,6505365.42
2006,1,1096,2,1,2.49,2950065.35
2006,5,2301,5,2,1.11,3905107.87
2006,3,2016,4,3,1.53,10030147.69
2006,1,1406,7,2,2.49,8515083.69
2006,5,2939,2,3,1.11,6384486.49
2006,1,1932,8,2,2.49,12134027.9
2006,3,2653,7,1,1.53,6599697.87
2006,4,1855,2,3,1.29,8342796.98
2006,1,2788,8,1,2.49,11256544.96
2006,4,2166,4,3,1.29,10350352.77
2006,4,1175,3,1,1.29,2146836.66
2006,4,2084,4,3,1.29,9958511.16
2006,3,2253,10,2,1.53,9890547.42
2006,3,2587,7,1,1.53,6435513.91
2006,1,1353,9,1,2.49,5766220.33
2006,5,1548,7,3,1.11,3888204.41
2006,2,2536,7,1,1.9,6723224.6
2006,3,1852,5,2,1.53,6775149.37
2006,2,1874,5,1,1.9,4383694.64
2006,5,1670,9,1,1.11,2154003.87
2006,4,1422,6,3,1.29,7194819.12
2006,4,2999,9,3,1.29,16438373.95
2006,4,1032,1,2,1.29,3045907.95
2006,1,2409,6,1,2.49,8645629.46
2006,3,2389,8,2,1.53,9788408.02
2006,3,2620,1,3,1.53,11885046.04
2006,5,1155,10,3,1.11,3136305.67
2006,4,2737,9,2,1.29,11155539.5
2006,1,1370,3,3,2.49,10140849.62
2006,3,1699,1,1,1.53,2734789.77
2006,3,1996,9,2,1.53,8470253.69
2006,5,1153,5,2,1.11,1956796.77
2006,5,1049,5,3,1.11,2492412.61
2006,5,2559,5,2,1.11,4342968.73
2006,2,1900,4,3,1.9,10074232.44
2006,4,2846,8,1,1.29,7199878.77
2006,4,1029,4,1,1.29,2024702.38
2006,4,2204,4,1,1.29,4336680.32
2006,3,1124,8,1,1.53,2960579.31
2006,1,2739,1,1,2.49,6758099.06
2006,2,2440,2,3,1.9,12176409.74
2006,4,2119,7,2,1.29,8041045.21
2006,1,1147,7,2,2.49,6946515.64
2006,2,1746,4,2,1.9,6534839.57
2006,4,1603,10,3,1.29,9011794.85
2006,4,2622,5,2,1.29,9212775.3
2006,3,1270,7,2,1.53,5017707.81
2006,3,1947,1,2,1.53,5983056.85
2006,3,1474,8,2,1.53,6039394.48
2006,4,2591,2,3,1.29,11652930.98
2006,2,2964,3,1,1.9,6008983.35
2006,1,1945,1,1,2.49,4799015.21
2006,4,1533,1,2,1.29,4524590.01
